card_url,image_url,price_check_url,price_low,price_market,price_high,card_name,hp,color,type,sub_type,pokemon_name,stage,evolves,evolves_direction,is,weakness,resistance,retreat_cost,is_ex,illustrator,series_name,set_name,set_abbreviation,set_series_code,card_number,out_of,rarity,release_date,base_filename,image_downloaded,metadata_saved,skipped,error
https://pkmncards.com/card/tepig-white-flare-wht-011/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_011_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642126%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94176%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94176&subId3=ago,0.01,0.00,1.50,Tepig,70 HP,Fire,Pokémon,,Tepig,Basic,Pignite,to,,Water,No Resistance,1,False,Teeziro,Scarlet & Violet,,WHT,rsv10-5,011,086,Common,"↘ Jul 18, 2025",tepig-white-flare-wht-011,True,True,False,
https://pkmncards.com/card/pignite-white-flare-wht-012/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_012_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642127%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94179%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94179&subId3=ago,0.02,0.06,2.28,Pignite,110 HP,Fire,Pokémon,,Pignite,Stage 1,Tepig,from,,Water,No Resistance,3,False,Teeziro,Scarlet & Violet,,WHT,rsv10-5,012,086,Common,"↘ Jul 18, 2025",pignite-white-flare-wht-012,True,True,False,
https://pkmncards.com/card/emboar-white-flare-wht-013/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_013_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642128%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94182%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94182&subId3=ago,0.02,0.10,2.28,Emboar,180 HP,Fire,Pokémon,,Emboar,Stage 2,Pignite,from,,Water,No Resistance,4,False,Teeziro,Scarlet & Violet,,WHT,rsv10-5,013,086,Rare,"↘ Jul 18, 2025",emboar-white-flare-wht-013,True,True,False,
https://pkmncards.com/card/pansear-white-flare-wht-014/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_014_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642129%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94185%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94185&subId3=ago,0.01,0.03,1.53,Pansear,70 HP,Fire,Pokémon,,Pansear,Basic,Simisear,to,,Water,No Resistance,1,False,Julie Hang,Scarlet & Violet,,WHT,rsv10-5,014,086,Common,"↘ Jul 18, 2025",pansear-white-flare-wht-014,True,True,False,
https://pkmncards.com/card/simisear-white-flare-wht-015/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_015_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642130%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94188%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94188&subId3=ago,0.01,0.02,1.53,Simisear,100 HP,Fire,Pokémon,,Simisear,Stage 1,Pansear,from,,Water,No Resistance,1,False,Julie Hang,Scarlet & Violet,,WHT,rsv10-5,015,086,Uncommon,"↘ Jul 18, 2025",simisear-white-flare-wht-015,True,True,False,
https://pkmncards.com/card/litwick-white-flare-wht-016/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_016_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642464%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94191%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94191&subId3=ago,0.01,0.11,2.37,Litwick,60 HP,Fire,Pokémon,,Litwick,Basic,Lampent,to,,Water,No Resistance,1,False,satoma,Scarlet & Violet,,WHT,rsv10-5,016,086,Common,"↘ Jul 18, 2025",litwick-white-flare-wht-016,True,True,False,
https://pkmncards.com/card/lampent-white-flare-wht-017/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_017_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642465%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94194%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94194&subId3=ago,0.01,0.04,1.37,Lampent,80 HP,Fire,Pokémon,,Lampent,Stage 1,Litwick,from,,Water,No Resistance,1,False,satoma,Scarlet & Violet,,WHT,rsv10-5,017,086,Common,"↘ Jul 18, 2025",lampent-white-flare-wht-017,True,True,False,
https://pkmncards.com/card/chandelure-white-flare-wht-018/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_018_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642466%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94197%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94197&subId3=ago,0.02,0.07,2.47,Chandelure,150 HP,Fire,Pokémon,,Chandelure,Stage 2,Lampent,from,,Water,No Resistance,2,False,satoma,Scarlet & Violet,,WHT,rsv10-5,018,086,Rare,"↘ Jul 18, 2025",chandelure-white-flare-wht-018,True,True,False,
https://pkmncards.com/card/heatmor-white-flare-wht-019/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_019_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642131%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94200%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94200&subId3=ago,0.01,0.04,1.53,Heatmor,120 HP,Fire,Pokémon,,Heatmor,Basic,,,,Water,No Resistance,2,False,Minahamu,Scarlet & Violet,,WHT,rsv10-5,019,086,Uncommon,"↘ Jul 18, 2025",heatmor-white-flare-wht-019,True,True,False,
https://pkmncards.com/card/reshiram-ex-white-flare-wht-020/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_020_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642132%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94203%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94203&subId3=ago,0.25,0.59,6.00,Reshiram ex,230 HP,Fire,Pokémon,,Reshiram,Basic,,,ex,Water,No Resistance,2,True,5ban Graphics,Scarlet & Violet,,WHT,rsv10-5,020,086,Double Rare,"↘ Jul 18, 2025",reshiram-ex-white-flare-wht-020,True,True,False,
https://pkmncards.com/card/oshawott-white-flare-wht-021/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_021_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642133%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94206%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94206&subId3=ago,0.01,0.04,2.15,Oshawott,70 HP,Water,Pokémon,,Oshawott,Basic,Dewott,to,,Lightning,No Resistance,1,False,rika,Scarlet & Violet,,WHT,rsv10-5,021,086,Common,"↘ Jul 18, 2025",oshawott-white-flare-wht-021,True,True,False,
https://pkmncards.com/card/dewott-white-flare-wht-022/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_022_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642134%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94209%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94209&subId3=ago,0.01,0.03,1.53,Dewott,100 HP,Water,Pokémon,,Dewott,Stage 1,Oshawott,from,,Lightning,No Resistance,1,False,rika,Scarlet & Violet,,WHT,rsv10-5,022,086,Common,"↘ Jul 18, 2025",dewott-white-flare-wht-022,True,True,False,
https://pkmncards.com/card/samurott-white-flare-wht-023/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_023_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642135%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94212%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94212&subId3=ago,0.02,0.10,2.47,Samurott,160 HP,Water,Pokémon,,Samurott,Stage 2,Dewott,from,,Lightning,No Resistance,2,False,rika,Scarlet & Violet,,WHT,rsv10-5,023,086,Rare,"↘ Jul 18, 2025",samurott-white-flare-wht-023,True,True,False,
https://pkmncards.com/card/basculin-white-flare-wht-024/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_024_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642136%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94215%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94215&subId3=ago,0.01,0.02,1.53,Basculin,90 HP,Water,Pokémon,,Basculin,Basic,,,,Lightning,No Resistance,1,False,KEIICHIRO ITO,Scarlet & Violet,,WHT,rsv10-5,024,086,Common,"↘ Jul 18, 2025",basculin-white-flare-wht-024,True,True,False,
https://pkmncards.com/card/ducklett-white-flare-wht-025/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_025_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642137%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94218%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94218&subId3=ago,0.01,0.02,1.53,Ducklett,70 HP,Water,Pokémon,,Ducklett,Basic,Swanna,to,,Lightning,Fighting,1,False,Mizue,Scarlet & Violet,,WHT,rsv10-5,025,086,Common,"↘ Jul 18, 2025",ducklett-white-flare-wht-025,True,True,False,
https://pkmncards.com/card/swanna-white-flare-wht-026/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_026_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642138%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94221%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94221&subId3=ago,0.01,0.03,1.53,Swanna,120 HP,Water,Pokémon,,Swanna,Stage 1,Ducklett,from,,Lightning,Fighting,1,False,Mizue,Scarlet & Violet,,WHT,rsv10-5,026,086,Uncommon,"↘ Jul 18, 2025",swanna-white-flare-wht-026,True,True,False,
https://pkmncards.com/card/vanillite-white-flare-wht-027/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_027_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642139%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94224%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94224&subId3=ago,0.01,0.02,1.53,Vanillite,60 HP,Water,Pokémon,,Vanillite,Basic,Vanillish,to,,Metal,No Resistance,1,False,cochi8i,Scarlet & Violet,,WHT,rsv10-5,027,086,Common,"↘ Jul 18, 2025",vanillite-white-flare-wht-027,True,True,False,
https://pkmncards.com/card/vanillish-white-flare-wht-028/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_028_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642140%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94227%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94227&subId3=ago,0.01,0.06,1.53,Vanillish,90 HP,Water,Pokémon,,Vanillish,Stage 1,Vanillite,from,,Metal,No Resistance,2,False,cochi8i,Scarlet & Violet,,WHT,rsv10-5,028,086,Common,"↘ Jul 18, 2025",vanillish-white-flare-wht-028,True,True,False,
https://pkmncards.com/card/vanilluxe-white-flare-wht-029/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_029_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642141%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94230%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94230&subId3=ago,0.01,0.02,1.53,Vanilluxe,150 HP,Water,Pokémon,,Vanilluxe,Stage 2,Vanillish,from,,Metal,No Resistance,2,False,cochi8i,Scarlet & Violet,,WHT,rsv10-5,029,086,Uncommon,"↘ Jul 18, 2025",vanilluxe-white-flare-wht-029,True,True,False,
https://pkmncards.com/card/keldeo-ex-white-flare-wht-030/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_030_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642142%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94233%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94233&subId3=ago,0.20,0.46,11.00,Keldeo ex,210 HP,Water,Pokémon,,Keldeo,Basic,,,ex,Lightning,No Resistance,2,True,PLANETA Yamashita,Scarlet & Violet,,WHT,rsv10-5,030,086,Double Rare,"↘ Jul 18, 2025",keldeo-ex-white-flare-wht-030,True,True,False,
https://pkmncards.com/card/blitzle-white-flare-wht-031/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_031_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642143%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94236%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94236&subId3=ago,0.01,0.09,2.37,Blitzle,60 HP,Lightning,Pokémon,,Blitzle,Basic,Zebstrika,to,,Fighting,No Resistance,1,False,Mugi Hamada,Scarlet & Violet,,WHT,rsv10-5,031,086,Common,"↘ Jul 18, 2025",blitzle-white-flare-wht-031,True,True,False,
https://pkmncards.com/card/zebstrika-white-flare-wht-032/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_032_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642144%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94239%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94239&subId3=ago,0.01,0.04,1.53,Zebstrika,120 HP,Lightning,Pokémon,,Zebstrika,Stage 1,Blitzle,from,,Fighting,No Resistance,1,False,Mugi Hamada,Scarlet & Violet,,WHT,rsv10-5,032,086,Uncommon,"↘ Jul 18, 2025",zebstrika-white-flare-wht-032,True,True,False,
https://pkmncards.com/card/joltik-white-flare-wht-033/,https://pkmncards.com/wp-content/uploads/rsv10-5_en_033_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F642145%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94242%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94242&subId3=ago,0.01,0.08,27.00,Joltik,40 HP,Lightning,Pokémon,,Joltik,Basic,Galvantula,to,,Fighting,No Resistance,1,False,Shimaris Yukichi,Scarlet & Violet,,WHT,rsv10-5,033,086,Common,"↘ Jul 18, 2025",joltik-white-flare-wht-033,True,True,False,
